plant name,Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
Vitis vinifera,Malvidin 3-glucoside-4-vinylguaiacol,OC[C@H]1O[C@@H](Oc2c([o+]c3c4c2C=C(Oc4cc(c3)O)c2ccc(c(c2)OC)O)c2cc(OC)c(c(c2)OC)O)[C@@H]([C@H]([C@@H]1O)O)O,C32H31O14,639.58,46,22,0.28,8,14,7,160.69,210.13,-2.19,1.7,2.48,-1.27,2.13,0.57,-4.7,1.27E-02,1.98E-05,Moderately soluble,-5.73,1.20E-03,1.87E-06,Moderately soluble,-5.75,1.12E-03,1.76E-06,Moderately soluble,Low,No,No,No,No,No,No,Yes,-8.99,3,3,1,1,4,0.17,0,1,2,6.59
Vitis vinifera,(+)-alpha-Viniferin,Oc1cc2c3c(c1)O[C@H]([C@@H]3c1cc(O)cc3c1[C@H](c1c4[C@H]2[C@H](Oc4cc(c1)O)c1ccc(cc1)O)[C@@H](O3)c1ccc(cc1)O)c1ccc(cc1)O,C42H30O9,678.68,51,36,0.14,3,9,6,187.09,149.07,2.6,6.83,7.06,3.49,5.63,5.12,-8.68,1.43E-06,2.11E-09,Poorly soluble,-9.77,1.15E-07,1.70E-10,Poorly soluble,-10.6,1.69E-08,2.49E-11,Insoluble,Low,No,Yes,No,No,No,No,No,-5.59,2,4,1,2,4,0.17,0,0,2,6.41
Vitis vinifera,Ampelopsin D,Oc1ccc(cc1)/C=C/1\c2cc(O)cc(c2[C@@H]([C@H]1c1ccc(cc1)O)c1cc(O)cc(c1)O)O,C28H22O6,454.47,34,24,0.07,3,6,6,130.58,121.38,2.26,4.89,5.28,2.86,4.09,3.88,-6.06,3.93E-04,8.65E-07,Poorly soluble,-7.17,3.04E-05,6.69E-08,Poorly soluble,-6.77,7.75E-05,1.71E-07,Poorly soluble,Low,No,No,No,No,No,No,No,-5.6,1,1,0,0,1,0.55,0,1,2,4.63
Vitis vinifera,Pallidol,Oc1cc(O)c2c(c1)[C@H]1[C@@H]([C@@H]2c2ccc(cc2)O)c2c([C@H]1c1ccc(cc1)O)c(O)cc(c2)O,C28H22O6,454.47,34,24,0.14,2,6,6,127.52,121.38,2.13,4.57,5.08,2.93,3.59,3.66,-5.93,5.37E-04,1.18E-06,Moderately soluble,-6.84,6.53E-05,1.44E-07,Poorly soluble,-6.55,1.28E-04,2.82E-07,Poorly soluble,Low,No,No,No,No,No,No,No,-5.83,1,0,0,0,1,0.55,0,0,2,4.5
Vitis vinifera,"(24S)24-Methylcholesta-5,7-dien-3beta-ol",O[C@H]1CC[C@]2(C(=CC=C3[C@@H]2CC[C@]2([C@H]3CC[C@@H]2[C@@H](CC[C@@H](C(C)C)C)C)C)C1)C,C28H46O,398.66,29,0,0.86,5,1,1,127.95,20.23,4.85,8.21,7.55,6.43,6.62,6.73,-7.15,2.80E-05,7.01E-08,Poorly soluble,-8.5,1.27E-06,3.19E-09,Poorly soluble,-5.78,6.63E-04,1.66E-06,Moderately soluble,Low,No,No,No,No,Yes,No,No,-2.9,1,2,0,1,2,0.55,0,0,2,6.65
Vitis vinifera,Hexacosanal,CCCCCCCCCCCCCCCCCCCCCCCCCC=O,C26H52O,380.69,27,0,0.96,24,1,0,127.3,17.07,6.48,12.47,9.57,6.53,10.38,9.08,-8.47,1.28E-06,3.37E-09,Poorly soluble,-12.85,5.38E-11,1.41E-13,Insoluble,-9.87,5.16E-08,1.36E-10,Poorly soluble,Low,No,No,No,No,No,No,No,0.23,1,2,1,1,3,0.55,0,1,3,3.43
Vitis vinifera,Icariside B2,OC[C@H]1O[C@@H](O[C@H]2CC(C)(C)[C@]3([C@](C2)(C)O3)/C=C/C(=O)C)[C@@H]([C@H]([C@@H]1O)O)O,C19H30O8,386.44,27,0,0.84,5,8,4,94.55,128.98,2.27,-0.6,-0.34,-0.96,0.93,0.26,-1.53,1.15E+01,2.97E-02,Very soluble,-1.64,8.91E+00,2.31E-02,Very soluble,-0.36,1.69E+02,4.38E-01,Soluble,High,No,Yes,No,No,No,No,No,-9.08,0,0,0,0,0,0.55,0,2,1,5.72
Vitis vinifera,Myrsinionoside D,OC[C@H]1O[C@@H](O[C@@H](CC[C@H]2[C@H](C)C[C@@H](CC2(C)C)O)C)[C@@H]([C@H]([C@H]1O)O)O,C19H36O7,376.48,26,0,1,6,7,5,96.94,119.61,1.91,1.21,0.4,0.08,0.53,0.83,-2.54,1.08E+00,2.88E-03,Soluble,-3.32,1.81E-01,4.80E-04,Soluble,-0.44,1.37E+02,3.64E-01,Soluble,High,No,Yes,No,No,No,No,No,-7.74,0,0,0,0,0,0.55,0,0,1,5.95
Vitis vinifera,Quinic acid,O[C@@H]1[C@@H](O)C[C@](C[C@@H]1O)(O)C(=O)O,C7H12O6,192.17,13,0,0.86,1,6,5,40.11,118.22,0.48,-2.37,-2.32,-2.14,-1.82,-1.63,0.53,6.48E+02,3.37E+00,Highly soluble,0.43,5.12E+02,2.66E+00,Highly soluble,2.08,2.30E+04,1.20E+02,Soluble,Low,No,No,No,No,No,No,No,-9.15,0,1,0,0,2,0.56,0,0,1,3.34
Vitis vinifera,alpha-Tocotrienol,C/C(=C/CC[C@]1(C)CCc2c(O1)c(C)c(c(c2C)O)C)/CC/C=C(/CCC=C(C)C)\C,C29H44O2,424.66,31,6,0.59,9,2,1,137.85,29.46,5.44,9.31,8.6,5.88,9.27,7.7,-7.89,5.50E-06,1.30E-08,Poorly soluble,-9.83,6.27E-08,1.48E-10,Poorly soluble,-8.08,3.56E-06,8.38E-09,Poorly soluble,Low,No,Yes,No,No,No,No,No,-2.28,1,3,0,1,1,0.55,0,1,3,4.63
Vitis vinifera,beta-Tocotrienol,C/C(=C\CC[C@]1(C)CCc2c(O1)c(C)cc(c2C)O)/CC/C=C(/CCC=C(C)C)\C,C28H42O2,410.63,30,6,0.57,9,2,1,132.88,29.46,5.44,9.31,8.29,5.88,9.27,7.7,-7.89,5.50E-06,1.30E-08,Poorly soluble,-9.83,6.27E-08,1.48E-10,Poorly soluble,-8.08,3.56E-06,8.38E-09,Poorly soluble,Low,No,Yes,No,No,No,No,No,-2.28,1,3,0,1,1,0.55,0,1,3,4.63
Vitis vinifera,gamma-Tocotrienol,C/C(=C\CC[C@]1(C)CCc2c(O1)c(C)c(c(c2)O)C)/CC/C=C(/CCC=C(C)C)\C,C28H42O2,410.63,30,6,0.57,9,2,1,132.88,29.46,5.44,9.31,8.29,5.88,9.27,7.7,-7.89,5.50E-06,1.30E-08,Poorly soluble,-9.83,6.27E-08,1.48E-10,Poorly soluble,-8.08,3.56E-06,8.38E-09,Poorly soluble,Low,No,Yes,No,No,No,No,No,-2.28,1,3,0,1,1,0.55,0,1,3,4.63
Vitis vinifera,Isohopeaphenol,Oc1ccc(cc1)[C@H]1[C@H]([C@H]2[C@H](c3ccc(cc3)O)c3c(O)cc(cc3[C@H]3c4c2cc(O)cc4O[C@@H]3c2ccc(cc2)O)O)c2cc(O)cc3c2[C@H](c2c1c(O)cc(c2)O)[C@H](O3)c1ccc(cc1)O,C56H42O12,906.93,68,48,0.14,5,12,10,252.25,220.76,2.4,9.12,9.78,3.84,6.85,6.4,-11.4,3.60E-09,3.97E-12,Insoluble,-13.65,2.03E-11,2.23E-14,Insoluble,-13.33,4.25E-11,4.69E-14,Insoluble,Low,No,Yes,No,No,No,No,No,-5.36,3,4,1,2,6,0.17,0,0,2,7.53
Vitis vinifera,delta-Viniferin,Oc1cc(O)cc(c1)[C@H]1c2cc(/C=C/c3cc(O)cc(c3)O)ccc2O[C@H]1c1ccc(cc1)O,C28H22O6,454.47,34,24,0.07,4,6,5,130.24,110.38,2.58,5.4,5.11,2.86,4.46,4.08,-6.32,2.18E-04,4.81E-07,Poorly soluble,-7.47,1.53E-05,3.37E-08,Poorly soluble,-6.87,6.20E-05,1.36E-07,Poorly soluble,High,No,No,No,No,Yes,No,No,-5.24,0,1,0,0,1,0.55,0,1,2,4.36
Vitis vinifera,Isoprene,C=CC(=C)C,C5H8,68.12,5,0,0.2,1,0,0,25.2,0,1.86,2.42,1.75,1.97,1.17,1.83,-1.72,1.30E+00,1.90E-02,Very soluble,-2.06,5.90E-01,8.66E-03,Soluble,-1.01,6.67E+00,9.79E-02,Soluble,Low,No,No,No,No,No,No,No,-5,0,3,0,0,2,0.55,0,1,1,2.24
Vitis vinifera,Maximol A,Oc1cc(O)cc(c1)[C@H]1c2cc(/C=C/c3cc(O)cc(c3)O)ccc2O[C@@H]1c1ccc(cc1)O,C28H22O6,454.47,34,24,0.07,4,6,5,130.24,110.38,2.71,5.4,5.11,2.86,4.46,4.11,-6.32,2.18E-04,4.81E-07,Poorly soluble,-7.47,1.53E-05,3.37E-08,Poorly soluble,-6.87,6.20E-05,1.36E-07,Poorly soluble,High,No,No,No,No,Yes,No,No,-5.24,0,1,0,0,1,0.55,0,1,2,4.36
Vitis vinifera,Blumenol C glucoside,OC[C@H]1O[C@@H](O[C@@H](CC[C@H]2C(=CC(=O)CC2(C)C)C)C)[C@@H]([C@H]([C@H]1O)O)O,C19H32O7,372.45,26,0,0.84,6,7,4,95.5,116.45,2.01,0.3,0.53,-0.17,1.11,0.75,-1.94,4.25E+00,1.14E-02,Very soluble,-2.31,1.83E+00,4.92E-03,Soluble,-1.12,2.84E+01,7.62E-02,Soluble,High,No,Yes,No,No,No,No,No,-8.36,0,0,0,0,0,0.55,0,0,1,5.61
Vitis vinifera,Ilicifolinoside A,OC/C=C(\CO[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)/C,C11H20O7,264.27,18,0,0.82,5,7,5,60.38,119.61,1.25,-1.95,-2.26,-2.1,-1.35,-1.28,0.08,3.18E+02,1.20E+00,Highly soluble,-0.04,2.41E+02,9.13E-01,Very soluble,1.58,1.01E+04,3.84E+01,Soluble,Low,No,Yes,No,No,No,No,No,-9.3,0,1,0,0,0,0.55,0,1,0,4.91
Withania somnifera,Cadaverine,NCCCCCN,C5H14N2,102.18,7,0,1,4,2,2,31.56,52.04,1.39,-0.58,0.07,0.23,-0.11,0.2,0.16,1.46E+02,1.43E+00,Highly soluble,-0.04,9.27E+01,9.07E-01,Very soluble,-1.11,7.93E+00,7.76E-02,Soluble,High,No,No,No,No,No,No,No,-7.34,0,2,0,0,1,0.55,0,0,1,1
Withania somnifera,Anapheline,O=C(C[C@H]1CCCCN1)C[C@H]1CCCCN1,C13H24N2O,224.34,16,0,0.92,4,3,2,74.01,41.13,2.75,0.78,0.86,1.34,2.44,1.63,-1.46,7.81E+00,3.48E-02,Very soluble,-1.22,1.34E+01,5.97E-02,Very soluble,-3.06,1.94E-01,8.63E-04,Soluble,High,Yes,Yes,No,No,No,No,No,-7.11,0,0,0,0,0,0.55,0,0,1,2.6
Withania somnifera,Cuscohygrine,O=C(C[C@@H]1CCCN1C)C[C@H]1CCCN1C,C13H24N2O,224.34,16,0,0.92,4,3,0,74.2,23.55,2.9,1,0.76,1.34,1.77,1.55,-1.6,5.68E+00,2.53E-02,Very soluble,-1.08,1.85E+01,8.25E-02,Very soluble,-1.85,3.17E+00,1.41E-02,Soluble,High,Yes,No,No,No,No,No,No,-6.96,0,0,0,0,0,0.55,0,0,1,2.6
Withania somnifera,Pelletierine,CC(=O)C[C@H]1CCCCN1,C8H15NO,141.21,10,0,0.88,2,2,1,45.37,29.1,2.03,0.36,0.73,0.76,1.69,1.11,-0.81,2.19E+01,1.55E-01,Very soluble,-0.54,4.11E+01,2.91E-01,Very soluble,-1.8,2.22E+00,1.57E-02,Soluble,High,Yes,No,No,No,No,No,No,-6.91,0,1,0,0,1,0.55,0,0,1,1.79
Withania somnifera,Calystegin B2,O[C@H]1[C@@H]2CC[C@](N2)([C@H]([C@H]1O)O)O,C7H13NO4,175.18,12,0,1,0,5,5,42.94,92.95,0,-2.43,-2.86,-1.59,-1.61,-1.7,0.6,7.05E+02,4.03E+00,Highly soluble,1.02,1.83E+03,1.04E+01,Highly soluble,1.36,4.06E+03,2.32E+01,Soluble,Low,No,Yes,No,No,No,No,No,-9.09,0,1,0,0,2,0.55,0,0,1,4.05
Withania somnifera,Pseudotropine,O[C@@H]1C[C@@H]2CC[C@H](C1)N2C,C8H15NO,141.21,10,0,1,0,2,1,44.31,23.47,2.02,0.75,0.22,0.9,0.6,0.9,-1.19,9.16E+00,6.49E-02,Very soluble,-0.82,2.13E+01,1.51E-01,Very soluble,-0.25,7.94E+01,5.62E-01,Soluble,High,No,No,No,No,No,No,No,-6.63,0,1,0,0,1,0.55,0,0,1,3.05
Withania somnifera,Tropine,O[C@@H]1C[C@@H]2CC[C@H](C1)N2C,C8H15NO,141.21,10,0,1,0,2,1,44.31,23.47,2.02,0.75,0.22,0.9,0.6,0.9,-1.19,9.16E+00,6.49E-02,Very soluble,-0.82,2.13E+01,1.51E-01,Very soluble,-0.25,7.94E+01,5.62E-01,Soluble,High,No,No,No,No,No,No,No,-6.63,0,1,0,0,1,0.55,0,0,1,3.05
Withania somnifera,Withasomnine,c1ccc(cc1)c1cnn2c1CCC2,C12H12N2,184.24,14,11,0.25,1,1,0,56.58,17.82,2.1,2.22,2.5,2.34,2.68,2.37,-2.9,2.34E-01,1.27E-03,Soluble,-2.23,1.09E+00,5.90E-03,Soluble,-3.76,3.22E-02,1.75E-04,Soluble,High,Yes,Yes,Yes,No,No,No,No,-5.85,0,0,0,0,1,0.55,0,0,1,2.2
Withania somnifera,beta-Sitosterol,CC[C@@H](C(C)C)CC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC=C2[C@]1(C)CC[C@@H](C2)O)C,C29H50O,414.71,30,0,0.93,6,1,1,133.23,20.23,5.05,9.34,8.02,6.73,7.04,7.24,-7.9,5.23E-06,1.26E-08,Poorly soluble,-9.67,8.90E-08,2.15E-10,Poorly soluble,-6.19,2.69E-04,6.49E-07,Poorly soluble,Low,No,No,No,No,No,No,No,-2.2,1,3,0,1,2,0.55,0,1,2,6.3
Withania somnifera,Stigmasterol,CC[C@@H](C(C)C)/C=C/[C@@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC=C2[C@]1(C)CC[C@@H](C2)O)C,C29H48O,412.69,30,0,0.86,5,1,1,132.75,20.23,5.1,8.56,7.8,6.62,6.86,6.99,-7.46,1.43E-05,3.46E-08,Poorly soluble,-8.86,5.71E-07,1.38E-09,Poorly soluble,-5.47,1.40E-03,3.39E-06,Moderately soluble,Low,No,No,No,No,Yes,No,No,-2.74,1,3,0,1,2,0.55,0,1,2,6.21
Withania somnifera,"2,3-Dihydrowithaferin A",OCC1=C(C)C[C@@H](OC1=O)[C@H]([C@H]1CC[C@@H]2[C@@]1(C)CC[C@H]1[C@H]2C[C@@H]2[C@]3([C@]1(C)C(=O)CC[C@@H]3O)O2)C,C28H40O6,472.61,34,0,0.86,3,6,2,127.96,96.36,3.53,3.82,3.58,2.84,4.34,3.62,-4.98,4.96E-03,1.05E-05,Moderately soluble,-5.54,1.37E-03,2.89E-06,Moderately soluble,-4.26,2.59E-02,5.48E-05,Moderately soluble,High,No,Yes,No,No,No,No,No,-6.47,0,1,0,0,0,0.55,0,1,2,6.75
Withania somnifera,Withanolide A,CC1=C(C)C(=O)O[C@H](C1)[C@@]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2[C@@H]2O[C@@H]2[C@@]2([C@]1(C)C(=O)C=CC2)O)(O)C,C28H38O6,470.6,34,0,0.79,2,6,2,127.53,96.36,3.68,3.25,3.5,2.75,3.78,3.39,-4.67,9.99E-03,2.12E-05,Moderately soluble,-4.95,5.31E-03,1.13E-05,Moderately soluble,-3.78,7.85E-02,1.67E-04,Soluble,High,No,Yes,No,No,No,No,No,-6.86,0,1,0,0,0,0.55,0,1,1,6.39
Withania somnifera,Lycium substance B,CC1=C(C)C(=O)O[C@H](C1)[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2[C@@H]2O[C@@H]2[C@@]2([C@]1(C)C(=O)C=CC2)O)C,C28H38O5,454.6,33,0,0.79,2,5,1,126.33,76.13,3.54,4.66,4.38,3.57,4.54,4.14,-5.46,1.57E-03,3.45E-06,Moderately soluble,-5.99,4.70E-04,1.03E-06,Moderately soluble,-4.37,1.94E-02,4.28E-05,Moderately soluble,High,No,Yes,No,No,Yes,No,No,-5.76,0,1,0,0,0,0.55,0,1,2,6.34
Withania somnifera,Withacoagin,CC1=C(C)C(=O)O[C@H](C1)[C@@]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2C=C[C@@]2([C@]1(C)C(=O)C=CC2)O)(O)C,C28H38O5,454.6,33,0,0.71,2,5,2,128.08,83.83,3.88,3.92,4.28,3.48,3.94,3.9,-5,4.59E-03,1.01E-05,Moderately soluble,-5.38,1.90E-03,4.17E-06,Moderately soluble,-4.05,4.01E-02,8.83E-05,Moderately soluble,High,No,Yes,No,No,Yes,No,No,-6.29,0,1,0,0,0,0.55,0,1,2,6.28
Withania somnifera,Withanone,CC1=C(C)C(=O)O[C@H](C1)[C@H]([C@@]1(O)CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2[C@@H]2O[C@@H]2[C@@]2([C@]1(C)C(=O)C=CC2)O)C,C28H38O6,470.6,34,0,0.79,2,6,2,127.53,96.36,3.46,3.05,3.5,2.75,4.04,3.36,-4.55,1.33E-02,2.84E-05,Moderately soluble,-4.74,8.57E-03,1.82E-05,Moderately soluble,-4,4.74E-02,1.01E-04,Soluble,High,No,Yes,No,No,No,No,No,-7.01,0,1,0,0,0,0.55,0,1,1,6.38
Withania somnifera,27-Hydroxywithanone,OCC1=C(C)C[C@@H](OC1=O)[C@H]([C@@]1(O)CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2[C@@H]2O[C@@H]2[C@@]2([C@]1(C)C(=O)C=CC2)O)C,C28H38O7,486.6,35,0,0.79,3,7,3,128.69,116.59,3.2,2.35,2.47,1.95,3.44,2.68,-4.14,3.53E-02,7.25E-05,Moderately soluble,-4.44,1.77E-02,3.65E-05,Moderately soluble,-3.42,1.84E-01,3.78E-04,Soluble,High,No,Yes,No,No,No,No,No,-7.6,0,2,0,0,0,0.55,0,1,1,6.41
Withania somnifera,Withastramonolide,OCC1=C(C)C[C@@H](OC1=O)[C@H]([C@H]1CC[C@@H]2[C@]1(C)[C@@H](O)C[C@H]1[C@H]2[C@@H]2O[C@@H]2[C@@]2([C@]1(C)C(=O)C=CC2)O)C,C28H38O7,486.6,35,0,0.79,3,7,3,128.65,116.59,3.22,2.62,2.32,1.95,3.04,2.63,-4.31,2.39E-02,4.90E-05,Moderately soluble,-4.72,9.31E-03,1.91E-05,Moderately soluble,-2.97,5.18E-01,1.06E-03,Soluble,High,No,Yes,No,No,No,No,No,-7.41,0,2,0,0,0,0.55,0,1,1,6.46
Withania somnifera,17-Hydroxy withaferin A,OCC1=C(C)C[C@@H](OC1=O)[C@H]([C@@]1(O)CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2C[C@@H]2[C@]3([C@]1(C)C(=O)C=C[C@@H]3O)O2)C,C28H38O7,486.6,35,0,0.79,3,7,3,128.69,116.59,3.35,2.22,2.47,1.95,3.44,2.68,-4.06,4.26E-02,8.76E-05,Moderately soluble,-4.3,2.42E-02,4.97E-05,Moderately soluble,-3.42,1.84E-01,3.78E-04,Soluble,High,No,Yes,No,No,No,No,No,-7.69,0,2,0,0,0,0.55,0,1,1,6.86
Withania somnifera,Calystegine C1,O[C@@H]1C[C@@]2(N[C@H]1[C@H](O)[C@H]([C@@H]2O)O)O,C7H13NO5,191.18,13,0,1,0,6,6,44.1,113.18,-1.41,-3.41,-3.89,-2.4,-2.5,-2.72,1.12,2.54E+03,1.33E+01,Highly soluble,1.61,7.80E+03,4.08E+01,Highly soluble,2.17,2.80E+04,1.46E+02,Soluble,Low,No,Yes,No,No,No,No,No,-9.89,1,1,0,0,3,0.55,0,0,1,4.18
Withania somnifera,Tropinone,CN1[C@@H]2CC[C@H]1CC(=O)C2,C8H13NO,139.19,10,0,0.88,0,2,0,43.35,20.31,1.8,0.34,0.43,0.76,1.19,0.9,-0.92,1.68E+01,1.21E-01,Very soluble,-0.33,6.50E+01,4.67E-01,Very soluble,-0.94,1.59E+01,1.14E-01,Soluble,High,No,No,No,No,No,No,No,-6.91,0,1,0,0,1,0.55,0,0,1,2.78
Withania somnifera,N-Methylpelletierine,CC(=O)C[C@@H]1CCCCN1C,C9H17NO,155.24,11,0,0.89,2,2,0,50.27,20.31,1.97,0.83,1.07,1.07,1.58,1.3,-1.19,9.95E+00,6.41E-02,Very soluble,-0.84,2.25E+01,1.45E-01,Very soluble,-1.49,5.06E+00,3.26E-02,Soluble,High,Yes,No,No,No,No,No,No,-6.66,0,1,0,0,1,0.55,0,0,1,1.89
Withania somnifera,5-Aminopentanal,NCCCCC=O,C5H11NO,101.15,7,0,0.8,4,2,1,29.06,43.09,1.1,-0.57,0.31,0.08,0.44,0.27,0.16,1.45E+02,1.43E+00,Highly soluble,0.14,1.38E+02,1.37E+00,Highly soluble,-1.01,9.84E+00,9.73E-02,Soluble,High,No,No,No,No,No,No,No,-7.32,0,3,0,0,1,0.55,0,1,1,1
Withania somnifera,delta1-Piperideine,C1CCC=NC1,C5H9N,83.13,6,0,0.8,0,1,0,31.05,12.36,1.55,0.06,0.86,0.62,2.42,1.1,-0.39,3.36E+01,4.04E-01,Very soluble,0.13,1.11E+02,1.34E+00,Highly soluble,-0.97,8.93E+00,1.07E-01,Soluble,Low,No,No,No,No,No,No,No,-6.76,0,3,0,0,2,0.55,0,0,1,2.5
